CourseID,Tittle,Biology,Chemistry,Computer Science,Nursing,Geology,Electronics,Biotechnology,Physics,Microbiology,Agriculture,Horticulture,Nutrition and Dietetics,Zoology,Mathematics,Home Science,Forensic Science,Botany,Mechanical
44,course - 45,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
45,course - 46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,course - 47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47,course - 48,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48,course - 49,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
49,course - 50,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50,course - 51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
51,course - 52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,course - 53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,course - 54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,course - 55,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
55,course - 56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,course - 57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,course - 58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
58,course - 59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,course - 60,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
60,course - 61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,course - 62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
62,course - 63,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
63,course - 64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64,course - 65,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
65,course - 66,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
66,course - 67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
67,course - 68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68,course - 69,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
69,course - 70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,course - 71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,course - 72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72,course - 73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,course - 74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,course - 75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75,course - 76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
76,course - 77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,course - 78,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,course - 79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
79,course - 80,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
80,course - 81,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
81,course - 82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
82,course - 83,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
83,course - 84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
84,course - 85,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
85,course - 86,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
86,course - 87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
87,course - 88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88,course - 89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
89,course - 90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
90,course - 91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91,course - 92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92,course - 93,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
93,course - 94,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
94,course - 95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95,course - 96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,course - 97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
97,course - 98,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
98,course - 99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
99,course - 100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,course - 101,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
101,course - 102,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103,course - 103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,course - 104,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
105,course - 105,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
106,course - 106,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
107,course - 107,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
108,course - 108,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109,course - 109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110,course - 110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
111,course - 111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
112,course - 112,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
113,course - 113,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114,course - 114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,course - 115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116,course - 116,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
117,course - 117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,course - 118,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
119,course - 119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,course - 120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121,course - 121,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
123,course - 122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
124,course - 123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
125,course - 124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
126,course - 125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
127,course - 126,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
128,course - 127,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
129,course - 128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
130,course - 129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131,course - 130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
132,course - 131,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133,course - 132,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
134,course - 133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135,course - 134,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
137,course - 135,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
138,course - 136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
139,course - 137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
140,course - 138,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
141,course - 139,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
142,course - 140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
143,course - 141,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144,course - 142,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
145,course - 143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
146,course - 144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
147,course - 145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
148,course - 146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
149,course - 147,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
150,course - 148,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
151,course - 149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
152,course - 150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
153,course - 151,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
154,course - 152,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155,course - 153,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
156,course - 154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
157,course - 155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
158,course - 156,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
159,course - 157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160,course - 158,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
161,course - 159,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
162,course - 160,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,course - 161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
164,course - 162,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
165,course - 163,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
166,course - 164,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
167,course - 165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,course - 166,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
169,course - 167,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
170,course - 168,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
171,course - 169,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
172,course - 170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
173,course - 171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
174,course - 172,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
175,course - 173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
176,course - 174,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
177,course - 175,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
178,course - 176,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
179,course - 177,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
180,course - 178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,course - 179,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
182,course - 180,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
183,course - 181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
184,course - 182,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,course - 183,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186,course - 184,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
187,course - 185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
188,course - 186,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
189,course - 187,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
190,course - 188,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
191,course - 189,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
192,course - 190,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
193,course - 191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
194,course - 192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
195,course - 193,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,course - 194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
197,course - 195,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
198,course - 196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
199,course - 197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
200,course - 198,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
201,course - 199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
202,course - 200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
203,course - 201,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
204,course - 202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
205,course - 203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
206,course - 204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
207,course - 205,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
208,course - 206,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
209,course - 207,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
210,course - 208,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
211,course - 209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
212,course - 210,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
213,course - 211,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
214,course - 212,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
215,course - 213,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
216,course - 214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
217,course - 215,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
218,course - 216,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
219,course - 217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220,course - 218,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
221,course - 219,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,course - 220,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223,course - 221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
224,course - 222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
225,course - 223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
226,course - 224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
227,course - 225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
228,course - 226,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
229,course - 227,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230,course - 228,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
231,course - 229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
232,course - 230,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
233,course - 231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234,course - 232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
235,course - 233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,course - 234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
237,course - 235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
238,course - 236,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
239,course - 237,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
240,course - 238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
241,course - 239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
242,course - 240,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
243,course - 241,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
245,course - 242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
246,course - 243,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,course - 244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
248,course - 245,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
249,course - 246,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
250,course - 247,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
251,course - 248,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
252,course - 249,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
253,course - 250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
254,course - 251,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
255,course - 252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,course - 253,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
257,course - 254,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
258,course - 255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
259,course - 256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
260,course - 257,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
261,course - 258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,course - 259,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
263,course - 260,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
264,course - 261,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
265,course - 262,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
266,course - 263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
267,course - 264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
268,course - 265,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
269,course - 266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
270,course - 267,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,course - 268,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
272,course - 269,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
273,course - 270,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
274,course - 271,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
275,course - 272,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
276,course - 273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
277,course - 274,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
278,course - 275,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
279,course - 276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
280,course - 277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
281,course - 278,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
282,course - 279,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
283,course - 280,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
284,course - 281,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
285,course - 282,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
286,course - 283,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
287,course - 284,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
288,course - 285,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
289,course - 286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
290,course - 287,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
291,course - 288,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
292,course - 289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,course - 290,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
294,course - 291,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
295,course - 292,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
296,course - 293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
297,course - 294,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
298,course - 295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
299,course - 296,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
300,course - 297,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,course - 298,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
302,course - 299,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
303,course - 300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
304,course - 301,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
305,course - 302,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
306,course - 303,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
307,course - 304,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
308,course - 305,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
309,course - 306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
310,course - 307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311,course - 308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
312,course - 309,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
313,course - 310,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
314,course - 311,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
315,course - 312,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
316,course - 313,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
317,course - 314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318,course - 315,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
319,course - 316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
320,course - 317,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
321,course - 318,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,course - 319,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
323,course - 320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
